time,wave
0.0,0.0
0.01,1.202221125931906
0.02,2.0017810510983876
0.03,2.132641782856441
0.04,1.5550663688085093
0.05,0.4677326155582055
0.06,-0.7614253128263033
0.07,-1.7213047848260157
0.08,-2.096915096132517
0.09,-1.7740646819848074
0.1,-0.874214424102035
0.11,0.2911848538911635
0.12,1.3297057782965824
0.13,1.9017514669447948
0.14,1.8329752008667943
0.15,1.1676311583834342
0.16,0.1464620374246191
0.17,-0.8809232865553764
0.18,-1.5771185768975515
0.19,-1.7290518439255007
0.2,-1.3134648390336292
0.21,-0.4955315381667221
0.22,0.43582232240240226
0.23,1.1708242326141944
0.24,1.483051048904021
0.25,1.299473490751698
0.26,0.7145861488428198
0.27,-0.052667548611333825
0.28,-0.7407283129024684
0.29,-1.135440547452191
0.3,-1.1369864372188145
0.31,-0.7827239824073617
0.32,-0.2218045672891945
0.33,0.345479335217849
0.34,0.7394909720238316
0.35,0.8583470093689798
0.36,0.702097119154393
0.37,0.35922794984667894
0.38,-0.03535153093543619
0.39,-0.3524592615042167
0.4,-0.5109961209531741
0.41,-0.49659574602988815
0.42,-0.35324998042909805
0.43,-0.15527688128617168
0.44,0.026386067194317686
0.45,0.14926103250264044
0.46,0.2069982990339182
0.47,0.2194265948692814
0.48,0.2125666392337161
0.49,0.19992518050747365
0.5,0.1747059837790088
0.51,0.11650703152719599
0.52,0.008524330933891933
0.53,-0.14426014474193483
0.54,-0.30640852862028334
0.55,-0.41927011391947183
0.56,-0.42308333589393593
0.57,-0.2853753735797645
0.58,-0.022960646401762208
0.59,0.293836650038966
0.6,0.5595205942910865
0.61,0.6697425900868947
0.62,0.5627183245655116
0.63,0.24924131602901112
0.64,-0.18225397761258888
0.65,-0.5903236320132461
0.66,-0.8281082637664301
0.67,-0.7974687252523877
0.68,-0.4893491788020297
0.69,0.006122439937913837
0.7,0.5257777378300732
0.71,0.8883046321593107
0.72,0.9590428459116291
0.73,0.7010594402127703
0.74,0.19286548037257628
0.75,-0.39527290226000644
0.76,-0.859365348031657
0.77,-1.0339677273431902
0.78,-0.8526198669473964
0.79,-0.373954286767195
0.8,0.23695657903802897
0.81,0.7661862184892332
0.82,1.027166324375998
0.83,0.9279729137444106
0.84,0.5049701781929595
0.85,-0.08986037064737847
0.86,-0.6436674979401174
0.87,-0.959771034481705
0.88,-0.9288407911620384
0.89,-0.5680591551002716
0.9,-0.013837660861524062
0.91,0.5291886146327026
0.92,0.8639496675347964
0.93,0.8733615156566132
0.94,0.5625018850797794
0.95,0.054986796152650216
0.96,-0.4548449205421595
0.97,-0.7757650621095384
0.98,-0.7915969894458337
0.99,-0.5041356737627595
1.0,-0.030949377184691693
1.01,0.4409018306623568
1.02,0.7274372918006462
1.03,0.7188035853308175
1.04,0.42154125245434115
1.05,-0.044220600952055336
1.06,-0.49168361066682753
1.07,-0.740474355231944
1.08,-0.6877594935201652
1.09,-0.34974646606809945
1.1,0.14291090517024818
1.11,0.5946564087898536
1.12,0.8209672762172073
1.13,0.7216093243700321
1.14,0.3226533706872171
1.15,-0.22978942416787057
1.16,-0.7228714331065512
1.17,-0.9579404838094913
1.18,-0.8285861727087892
1.19,-0.36562831821275366
1.2,0.2692410869426161
1.21,0.8403120750424939
1.22,1.1250821081810387
1.23,0.9996235080977717
1.24,0.48966492989406957
1.25,-0.233000055566621
1.26,-0.9091506487416097
1.27,-1.285554037574758
1.28,-1.209337227372364
1.29,-0.6882433579013811
1.3,0.10653263474612512
1.31,0.8975632413791316
1.32,1.3990110968732457
1.33,1.4202382681728538
1.34,0.9375179203363537
1.35,0.10705212685274451
1.36,-0.7866392329960121
1.37,-1.429545399522908
1.38,-1.5894401924402384
1.39,-1.1998577432991038
1.4,-0.38634282859170577
1.41,0.5750755048505383
1.42,1.3530902838074388
1.43,1.6766614849784258
1.44,1.4301508201969682
1.45,0.6944085380042749
1.46,-0.28073675446565605
1.47,-1.162901130857263
1.48,-1.6520726758912239
1.49,-1.5837713511786702
1.5,-0.9845907247228316
1.51,-0.06127737800253036
1.52,0.8720632247773675
1.53,1.5025489047861749
1.54,1.6247951395048048
1.55,1.2083207737650101
1.56,0.403790523915274
1.57,-0.5125004019850641
1.58,-1.2351577607367212
1.59,-1.5329849683913817
1.6,-1.3236024782395326
1.61,-0.6950823746774355
1.62,0.13057926890142613
1.63,0.877192521401912
1.64,1.3082689676370007
1.65,1.3026626581358975
1.66,0.8875107020293684
1.67,0.2199883477152007
1.68,-0.47266704651535085
1.69,-0.9718646617631185
1.7,-1.1374023139940894
1.71,-0.9457286486536931
1.72,-0.4867554789814963
1.73,0.07581299710091682
1.74,0.5637836865706863
1.75,0.8416529585629916
1.76,0.8530580338031419
1.77,0.6271946115908936
1.78,0.2573479400419463
1.79,-0.13708406498673809
1.8,-0.4497923205301225
1.81,-0.6148880340837035
1.82,-0.6159073394217309
1.83,-0.4779386896660306
1.84,-0.2501932000402751
1.85,0.011903503220479505
1.86,0.2584767379986196
1.87,0.44913930920892997
1.88,0.5521521974505907
1.89,0.5440590747364099
1.9,0.4137390848086881
1.91,0.17084882378539384
1.92,-0.14580923065561147
1.93,-0.4668181093177316
1.94,-0.703065427209207
1.95,-0.7696104142019163
1.96,-0.6164792299948265
1.97,-0.25514276869342256
1.98,0.23166265948054166
1.99,0.7048209083940669
2.0,1.0078091196687045
