time,wave
0.0,0.0
0.01,1.1630354804016774
0.02,2.05605166691853
0.03,2.477339154961208
0.04,2.343900656790107
0.05,1.7108650527872964
0.06,0.7551562307921525
0.07,-0.271808638694833
0.08,-1.1094815849880733
0.09,-1.5541540698881051
0.1,-1.5083112104922987
0.11,-1.0009981083097101
0.12,-0.17488189815615418
0.13,0.7553199411221966
0.14,1.5609328721490603
0.15,2.0579187938694803
0.16,2.1505260478365305
0.17,1.849298861279956
0.18,1.2601986518377122
0.19,0.5495737601375232
0.2,-0.10400464365090095
0.21,-0.5571170001661072
0.22,-0.7352792539843741
0.23,-0.6449706136430919
0.24,-0.36239476062486414
0.25,-0.004135329897858753
0.26,0.31036257869596756
0.27,0.49295903089306714
0.28,0.5079811648649193
0.29,0.37532584238887134
0.3,0.15625880258093
0.31,-0.07211724222208404
0.32,-0.24467734228616275
0.33,-0.3292224854098661
0.34,-0.33417881257135323
0.35,-0.30131793490355935
0.36,-0.28677523100254704
0.37,-0.3374108471958502
0.38,-0.47092483573652727
0.39,-0.6667227290767991
0.4,-0.8708344756371995
0.41,-1.0134342450267084
0.42,-1.0332303236716065
0.43,-0.9005704010829729
0.44,-0.6313232172111358
0.45,-0.28640265159885886
0.46,0.043673736792753874
0.47,0.2649695298787141
0.48,0.3092256038034221
0.49,0.1568050859916748
0.5,-0.15399503336371967
0.51,-0.5347914997452305
0.52,-0.8704902840285437
0.53,-1.0517617197017395
0.54,-1.0072238190981604
0.55,-0.7257485547036497
0.56,-0.26199042477364926
0.57,0.2769592638810661
0.58,0.7603701861610944
0.59,1.0701012904698826
0.6,1.1339335224348173
0.61,0.9463759192524511
0.62,0.5708294174538964
0.63,0.12231573068823598
0.64,-0.26443909963491113
0.65,-0.47256238981740195
0.66,-0.43560893653968463
0.67,-0.15596525059007255
0.68,0.2960335472712508
0.69,0.8018844223965599
0.7,1.227860096003891
0.71,1.4617358026101015
0.72,1.442999049900385
0.73,1.178268077660436
0.74,0.7379804484176655
0.75,0.23576613137308428
0.76,-0.20327006184293428
0.77,-0.47622911355428593
0.78,-0.5287154266970775
0.79,-0.3668461555187754
0.8,-0.05236993849472632
0.81,0.3168545867888381
0.82,0.6347928333104351
0.83,0.8153642192156779
0.84,0.8130321730869101
0.85,0.6307991024765675
0.86,0.3145205704614922
0.87,-0.06354191445622076
0.88,-0.4261693015670127
0.89,-0.7109812659884409
0.9,-0.8831243485064433
0.91,-0.9381688424355925
0.92,-0.8958959978442661
0.93,-0.7884920674130109
0.94,-0.6480766186603231
0.95,-0.49809489847493205
0.96,-0.35113425502775597
0.97,-0.21294620984313267
0.98,-0.08989330757257633
0.99,0.004371517880782605
1.0,0.04691996708369533
1.01,0.01031050005980974
1.02,-0.12668502566003978
1.03,-0.3659514471800434
1.04,-0.679732806367801
1.05,-1.0082569680303777
1.06,-1.2682840419101764
1.07,-1.3720988573730526
1.08,-1.2526671238655278
1.09,-0.8878291740051626
1.1,-0.3155785830957892
1.11,0.3658446391961035
1.12,1.0154099962362757
1.13,1.4815579885574885
1.14,1.6417048121579823
1.15,1.4384172672142865
1.16,0.9015611251353027
1.17,0.1487663510252497
1.18,-0.6379037162843193
1.19,-1.2545996467970388
1.2,-1.5273874737936661
1.21,-1.3595007024644379
1.22,-0.7610233209671933
1.23,0.14801669614920354
1.24,1.1633295575481954
1.25,2.045245742729467
1.26,2.5786792756445385
1.27,2.6286092743674394
1.28,2.17623723727853
1.29,1.325785517056499
1.3,0.2795697144659077
1.31,-0.7125542764059922
1.32,-1.4163225470593466
1.33,-1.6722429719513696
1.34,-1.435262796509404
1.35,-0.7845616356145093
1.36,0.09887957968713165
1.37,0.9806532511278047
1.38,1.6340890682052218
1.39,1.8978165290815119
1.4,1.7145975804943683
1.41,1.1416645286841827
1.42,0.33072578141572895
1.43,-0.5159424887436856
1.44,-1.2006133149078517
1.45,-1.581117010520459
1.46,-1.6041282107050379
1.47,-1.312553611223557
1.48,-0.8263724118256759
1.49,-0.3037178707359649
1.5,0.10577926876447341
1.51,0.30176118805440494
1.52,0.2567705481497853
1.53,0.017000924716681555
1.54,-0.31859917018549055
1.55,-0.633318759356167
1.56,-0.8303931078639001
1.57,-0.8617664952757864
1.58,-0.7394914564244188
1.59,-0.5270420655380399
1.6,-0.31417540508818764
1.61,-0.18403953990662425
1.62,-0.1834705946677245
1.63,-0.30620058802274475
1.64,-0.4944340113895665
1.65,-0.6582968219948507
1.66,-0.7068797741779579
1.67,-0.5807921884505023
1.68,-0.2755049696759385
1.69,0.15248965247330568
1.7,0.5993656300710051
1.71,0.9439143467418416
1.72,1.0849149781165472
1.73,0.9744489253476742
1.74,0.636543699419491
1.75,0.16468918473251568
1.76,-0.30197675916059774
1.77,-0.6175225701190272
1.78,-0.6720537173720057
1.79,-0.425881890670228
1.8,0.07543871713037875
1.81,0.7103370350198097
1.82,1.312844249687792
1.83,1.7181223400030594
1.84,1.8091400961959272
1.85,1.5510921175606958
1.86,1.0033979165928368
1.87,0.3053606270355428
1.88,-0.3609606225124916
1.89,-0.8205491992662135
1.9,-0.954037442414055
1.91,-0.7314279972655993
1.92,-0.22130579862163827
1.93,0.4272537280654292
1.94,1.0252175362698737
1.95,1.3953953846052258
1.96,1.421160058419829
1.97,1.0785967933772178
1.98,0.4432267415788563
1.99,-0.33046008572435337
2.0,-1.0508901992187039
