time,wave
0.0,0.0
0.01,0.5460599477242615
0.02,0.9013863342501585
0.03,0.9418670224904029
0.04,0.6533624919399653
0.05,0.13664463909679936
0.06,-0.42780189031789645
0.07,-0.8428212764898375
0.08,-0.963451183651989
0.09,-0.7475567292224061
0.1,-0.2705477987053173
0.11,0.30096091216830556
0.12,0.7673468305745426
0.13,0.9657057781697546
0.14,0.8267528556895493
0.15,0.39902300120075196
0.16,-0.16808180348584142
0.17,-0.676477228213135
0.18,-0.94858557247533
0.19,-0.8893619721522584
0.2,-0.5194926691916845
0.21,0.0318304965257451
0.22,0.5720355716702084
0.23,0.9124340465109712
0.24,0.9341279619439989
0.25,0.6295398390420752
0.26,0.10505942058330356
0.27,-0.45611725715762585
0.28,-0.8579765025465399
0.29,-0.9601526921881515
0.3,-0.7269566520252119
0.31,-0.23984154737958294
0.32,0.33104793523623305
0.33,0.7863055135563389
0.34,0.9669140328939306
0.35,0.809788650239397
0.36,0.3698117716605184
0.37,-0.1993368516614968
0.38,-0.6988590031026851
0.39,-0.9542763323666881
0.4,-0.8763739885835086
0.41,-0.49236252165227523
0.42,0.06362650478817286
0.43,0.597391396505994
0.44,0.9224931387661135
0.45,0.9253767760888502
0.46,0.6050350813042529
0.47,0.07336037045056117
0.48,-0.4839384220908346
0.49,-0.8722021132101546
0.5,-0.9558138776854862
0.51,-0.70556891911504
0.52,-0.20887542833756284
0.53,0.3607762686949101
0.54,0.8044122364822354
0.55,0.9670746386835477
0.56,0.7919470408135191
0.57,0.34019985199128655
0.58,-0.2303759188572906
0.59,-0.7204835660115411
0.6,-0.9589331362403767
0.61,-0.8624364559915989
0.62,-0.4646989005529788
0.63,0.09535357389191121
0.64,0.6220999492588731
0.65,0.9315527120143031
0.66,0.9156229468129269
0.67,0.579874769570171
0.68,0.04158183454004011
0.69,-0.5112352409549538
0.7,-0.8854826950671327
0.71,-0.9504394412386483
0.72,-0.6834167040469749
0.73,-0.17768299329173176
0.74,0.3901137019694372
0.75,0.8216473807632567
0.76,0.9661874215226346
0.77,0.773247358751084
0.78,0.3102193266339056
0.79,-0.26116537432162196
0.8,-0.7413274867799184
0.81,-0.9625509384610568
0.82,-0.8475644756582096
0.83,-0.43653177935803356
0.84,0.12697732763700081
0.85,0.646134458273774
0.86,0.9396029502306021
0.87,0.9048770423658398
0.88,0.5540861649746321
0.89,0.009758244815873198
0.9,-0.5379781377150679
0.91,-0.8978038586402787
0.92,-0.9440352060360754
0.93,-0.6605240086905834
0.94,-0.14629803916739384
0.95,0.41902844802428985
0.96,0.8379922721637196
0.97,0.9642533427087652
0.98,0.7537098651107927
0.99,0.27990267941256897
1.0,-0.2916718577565313
1.01,-0.7613681810718326
1.02,-0.9651258191490741
1.03,-0.8317741613368005
1.04,-0.40789167707273977
1.05,0.15846350176540627
1.06,0.6694688822203505
1.07,0.9466351310020527
1.08,0.8931507059081539
1.09,0.5276972094061557
1.1,-0.02207591794212101
1.11,-0.5641381365094744
1.12,-0.9091522539796915
1.13,-0.9366081110505838
1.14,-0.6369156372240059
1.15,-0.1147545714837795
1.16,0.4474891778044914
1.17,0.8534292010346973
1.18,0.9612744978114927
1.19,0.7333557287181129
1.2,0.24928275833865515
1.21,-0.3218623154635913
1.22,-0.7805839348451736
1.23,-0.9666549884276497
1.24,-0.8150826217934272
1.25,-0.3788096251762465
1.26,0.18977798108625923
1.27,0.6920779383086348
1.28,0.952641634978385
1.29,0.8804566428960818
1.3,0.5007364952320627
1.31,-0.0538861614982923
1.32,-0.5896868930449388
1.33,-0.919515585127425
1.34,-0.9281662035209893
1.35,-0.612617169258617
1.36,-0.08308676750917397
1.37,0.4754650541805711
1.38,0.8679414415023922
1.39,0.9572541144018086
1.4,0.7122070032288776
1.41,0.21839274001999598
1.42,-0.35170403615742674
1.43,-0.7989539278788279
1.44,-0.9671367894456976
1.45,-0.7975079422694085
1.46,-0.34931713399900083
1.47,0.2208868364395991
1.48,0.7139371296829727
1.49,0.957615954127578
1.5,0.8668086073151201
1.51,0.4732332343186634
1.52,-0.08563801953333772
1.53,-0.6145967253077119
1.54,-0.9288826234401218
1.55,-0.9187186302329869
1.56,-0.5876549321236618
1.57,-0.051328939229943145
1.58,0.5029257653604836
1.59,0.8815132695905891
1.6,0.9521965485550721
1.61,0.6902866032342119
1.62,0.18726609371413847
1.63,-0.381164686408363
1.64,-0.8164582563313211
1.65,-0.96657070017302
1.66,-0.7790691648860175
1.67,-0.3194461585813705
1.68,0.251756361458526
1.69,0.7350227719641974
1.7,0.9615526987872838
1.71,0.8522213867776612
1.72,0.44521722638034356
1.73,-0.11729708898856155
1.74,-0.6388406435568837
1.75,-0.937243219755218
1.76,-0.9082756276085813
1.77,-0.5620559723405878
1.78,-0.019515496173513756
1.79,0.5298415577323853
1.8,0.8941299802575114
1.81,0.9461072801312237
1.82,0.6676182794326543
1.83,0.155936545064462
1.84,-0.4102123456756025
1.85,-0.8330779543066006
1.86,-0.9649573339659266
1.87,-0.7597862680123906
1.88,-0.2892290640504567
1.89,0.2823531090899183
1.9,0.755312018911682
1.91,0.9644476035045166
1.92,0.8367107865006406
1.93,0.4167188266915715
1.94,-0.14882906734144827
1.95,-0.662392379567721
1.96,-0.9445883153875246
1.97,-0.896848510614978
1.98,-0.5358480263182485
1.99,0.01231909187416072
2.0,0.5561832681026204
