time,wave
0.0,0.0
0.01,0.2482007183031342
0.02,0.4522031539237033
0.03,0.5756796226425281
0.04,0.5966420822557414
0.05,0.5113576478545446
0.06,0.3350133243995082
0.07,0.09901158449754911
0.08,-0.15462161928730872
0.09,-0.3807206157386092
0.1,-0.5390228809292701
0.11,-0.601338777399653
0.12,-0.5565714170075906
0.13,-0.41269273659149297
0.14,-0.19532389725234647
0.15,0.05682719769202233
0.16,0.29885880319727337
0.17,0.4876711998453062
0.18,0.5896416659209068
0.19,0.5866118354221775
0.2,0.47912124467994993
0.21,0.2863112545565985
0.22,0.042516457255384
0.23,-0.20884944785438891
0.24,-0.4230245382176375
0.25,-0.5618696365904142
0.26,-0.6006599357726291
0.27,-0.5324878626504005
0.28,-0.3694931426020928
0.29,-0.14070102084743322
0.3,0.11314640105162581
0.31,0.346845305039923
0.32,0.5187798154999457
0.33,0.5983327362037639
0.34,0.571337700101638
0.35,0.4426018416967437
0.36,0.23504976773503203
0.37,-0.014358736578086298
0.38,-0.26121031235940284
0.39,-0.46154692515354007
0.4,-0.5796936812515711
0.41,-0.5946116257312514
0.42,-0.5036442492494021
0.43,-0.3229905452985641
0.44,-0.08482037837171238
0.45,0.16845415685086662
0.46,0.3917312589699118
0.47,0.5452509122067833
0.48,0.6016751415649503
0.49,0.5509562160935598
0.5,0.4021258961382964
0.51,0.18168710480950076
0.52,-0.07110557361941221
0.53,-0.3112361442807768
0.54,-0.49594341407500886
0.55,-0.5923356807552183
0.56,-0.5832479148232167
0.57,-0.4702984179920777
0.58,-0.27360064450127763
0.59,-0.028181502633815768
0.6,0.22225605347654154
0.61,0.4331154167975031
0.62,0.5668478573735718
0.63,0.5996390033011498
0.64,0.5256495792264011
0.65,0.3580552338868988
0.66,0.12670028965993987
0.67,-0.1272167779026737
0.68,-0.3584797486111407
0.69,-0.5259065250756448
0.7,-0.5996826247056445
0.71,-0.5666703864622965
0.72,-0.4327484566599189
0.73,-0.22176495045009814
0.74,0.02870929549685362
0.75,0.27407114061490445
0.76,0.4706278338750269
0.77,0.5833775898220742
0.78,0.5922425230260271
0.79,0.4956440126577877
0.8,0.31078381501024743
0.81,0.07058086492065586
0.82,-0.18219075556227488
0.83,-0.4025188014595115
0.84,-0.5511684094634832
0.85,-0.6016688367007228
0.86,-0.5450272318455732
0.87,-0.3913300349377609
0.88,-0.16794683701993865
0.89,0.08534345314563088
0.9,0.3234362286020408
0.91,0.5039331761363226
0.92,0.5946923456163377
0.93,0.5795518199608746
0.94,0.461207744601976
0.95,0.2607342120413887
0.96,0.01383049794221539
0.97,-0.23553607872186033
0.98,-0.44295962532355954
0.99,-0.5715032441359157
1.0,-0.5982765614317721
1.01,-0.5185119252305743
1.02,-0.34641340376788526
1.03,-0.11262739949113086
1.04,0.1412147016194431
1.05,0.3699100290067943
1.06,0.5327337177424358
1.07,0.6006909789661468
1.08,0.5616803398762608
1.09,0.4226486105622496
1.1,0.20835383248377815
1.11,-0.04304350375436647
1.12,-0.2867758785065413
1.13,-0.47944070828370866
1.14,-0.5867292502760418
1.15,-0.5895361234032662
1.16,-0.48736149441437693
1.17,-0.29840008557251696
1.18,-0.05630115390314979
1.19,0.1958235920852834
1.2,0.4130770994323759
1.21,0.556772002536798
1.22,0.6013198663977483
1.23,0.5387878409683274
1.24,0.3803113015026367
1.25,0.15411091930955506
1.26,-0.09953272744247758
1.27,-0.3354521079081551
1.28,-0.5116359356600818
1.29,-0.5967103183247306
1.3,-0.5755256558535417
1.31,-0.4518544018753266
1.32,-0.24771928493175563
1.33,0.000528383563601816
1.34,0.2486819602840903
1.35,0.45255155727303437
1.36,0.5758331455183447
1.37,0.5965733861091886
1.38,0.5110789657352511
1.39,0.33457428255824306
1.4,0.09849036520365365
1.41,-0.15513220003455566
1.42,-0.38112963639654035
1.43,-0.5392575052434763
1.44,-0.601357224702319
1.45,-0.5563704022997695
1.46,-0.41230805551850025
1.47,-0.19482405180291076
1.48,0.05735319766079102
1.49,0.29931729036857746
1.5,0.48798052922737284
1.51,0.5897467537590869
1.52,0.5864939682251887
1.53,0.47880141162029455
1.54,0.28584640982876236
1.55,0.04198937797147508
1.56,-0.20934490217879145
1.57,-0.42340013967394485
1.58,-0.5620585000404376
1.59,-0.6006284294033349
1.6,-0.5322415969508587
1.61,-0.36907597127698816
1.62,-0.14018723157924992
1.63,0.11366531536362492
1.64,0.3472769388555584
1.65,0.5190473057322399
1.66,0.5983884495945098
1.67,0.5711717155022971
1.68,0.4422437167745636
1.69,0.23456327549862585
1.7,-0.01488696414177477
1.71,-0.2616862112551446
1.72,-0.46188574980096564
1.73,-0.5798350955338111
1.74,-0.5945304473343104
1.75,-0.5033549339966158
1.76,-0.3225446129333642
1.77,-0.08429723819182157
1.78,0.16896134678485517
1.79,0.3921321809335859
1.8,0.5454741721187518
1.81,0.6016809824705649
1.82,0.5507435978749695
1.83,0.4017326807331805
1.84,0.181183313955705
1.85,-0.0716302274878482
1.86,-0.3116882335535401
1.87,-0.49624243306456417
1.88,-0.5924283817275618
1.89,-0.5831177900751946
1.9,-0.46996863945661616
1.91,-0.2731299374110548
1.92,-0.027653688039697515
1.93,0.22274698511878707
1.94,0.4334820429548157
1.95,0.5670248911819529
1.96,0.5995949195081315
1.97,0.5253922280427298
1.98,0.35763044306215663
1.99,0.1261837037171594
2.0,-0.12773316804708668
