pitch,joint1,joint2,d_pitch,vel_j1,vel_j2
0.18558,-0.18558,0.0,0.0,0.0,0.0
0.18558189317295326,-0.18567566046562825,0.000122077686324202,-2.932833813897465e-5,-0.010146891584378896,0.03825005757285651
0.1855782573412072,-0.1856082516736058,0.00029256731734078243,0.00018550363339891416,-0.00738825363576571,0.005393186424501395
0.18558621752751495,-0.18574568743391723,-0.0001067695143811456,0.00032387442118748505,-0.019956285364125796,0.03322002230677869
0.18558232670472677,-0.18564388462905368,-2.8841627669779857e-5,-0.0005815659496461653,0.006079321026806686,0.04341586143215247
0.18557168229861504,-0.18536868193390382,0.00020847057979480276,-0.00016226132529004015,0.0025369652058432235,0.010164754809573448
0.18557734919092517,-0.18551957525752652,0.00012325718155188324,0.0006544061653572335,-0.018007278387654896,-0.00931850630566474
0.18557887964084055,-0.18551965841953053,-4.037347724566973e-5,-0.000726997541617381,0.03424956061096773,-0.037969398754470106
0.18558729611978408,-0.18565823237125523,-0.0004820373138372927,7.179638615013832e-5,0.0011400600077317727,-0.011940488055165966
0.18558433373153335,-0.18548007331922345,-0.0007665985383633431,0.0011105371911894642,-0.027674456665680986,-0.026273145429376765
0.1855878607702995,-0.1855061661515406,-0.0010635544015002022,-0.0008056963588020435,0.02271668134209314,0.010476252880080443
0.18558840366566512,-0.18542205178495047,-0.0013994547386141736,0.0009634982900361948,-0.007521412495511905,-0.07945200464194253
0.18557859602431265,-0.1850403082234274,-0.0016255275950664294,-0.0002508901702554869,0.0016900831686762212,0.023039803846536044
0.1855785257102879,-0.18486460084934175,-0.0022026320316236828,-0.0011481443289651817,0.04580143226192847,-0.030731930387267386
0.18557419074346668,-0.18461506065118377,-0.002560391855240921,0.0005462625914074276,0.002089098506718078,-0.06627840850940242
0.18556964593652603,-0.1843466246890612,-0.0029738179185343073,-0.000762530221881802,0.04298939938398892,-0.06380897551082061
0.18557470896280684,-0.1842048393736901,-0.0040129371465717125,0.00030833833762338266,-0.0014876239776720045,-0.02909581792602426
0.1855654010519214,-0.183742759276696,-0.0045943059144182155,-0.0004760316955997376,0.009953337786640495,0.017410464169600934
0.1855648635560504,-0.18347898612027105,-0.00546536845019263,-0.0001867707447114769,0.006942735683435254,-0.005084301643786074
0.1855536492417394,-0.1829530154766861,-0.006086062095886603,-0.00039329781318461857,0.016265364256652357,-0.015210718963285718
0.18555383625579364,-0.18269792043578595,-0.00704886129974846,-0.0003064541546582346,0.016668678728585733,-0.02788035234765427
0.1855455306567368,-0.18220703327646845,-0.007921702351941753,-7.024338412491484e-5,0.016851053726450804,-0.05584172064841042
0.18554047459945539,-0.18176657702042168,-0.009013604949120705,-0.00055790532959583,0.020472412172312337,-0.01670604086724527
0.18552669979838282,-0.18107673567258323,-0.01004061558431563,-4.772820650397935e-5,0.007019850516316308,-0.028145553062866348
0.1855180777737179,-0.18048013681846714,-0.011358708762957984,-0.0007970265977872378,0.04433662940762329,-0.07679093883943447
0.18551369231614825,-0.17993953118285966,-0.013001375468049555,-0.00043632446773075634,0.022518248254465956,-0.04450512832310043
0.18549756353797517,-0.1791665447887325,-0.014215012839105806,-0.00041481386119474067,0.005322535507647829,0.009358760687627926
0.18548962477636458,-0.1784750404015884,-0.016111243494082973,-0.0005941118917849247,0.04019108746790349,-0.09439068293538513
0.18547379954057833,-0.17763185480208385,-0.01773876062945728,-0.0005899605395472583,0.028850004320259554,-0.05963447582066043
0.18546043189676328,-0.17688132777435966,-0.019397862366662914,-0.0010647084538562945,0.06271509618110105,-0.12797573299135476
