t,pitch,joint1,joint2,d_pitch,vel_j1,vel_j2
0.0,0.18558,-0.18558,0.0,0.0,0.0,0.0
0.001,0.18557998332736134,-0.1855729833977933,-2.2404379198561488e-5,-3.334183722340907e-5,0.01403279613912437,-0.04480750820087314
0.002,0.18557999074354722,-0.18556518700511998,-5.014787792299521e-5,4.817330679359726e-5,0.0015595074315311428,-0.010677968191117626
0.003,0.1855800256798132,-0.1855576997262685,-7.984778638277506e-5,2.170298406063063e-5,0.013414535145959491,-0.04872022491570072
0.004,0.18558009169308784,-0.18555167485535073,-0.00010791312966374993,0.00011032199276642196,-0.0013652542640863305,-0.0074089570817920825
0.005,0.18558019200099657,-0.18554818706277793,-0.00013098755302313848,9.029597423440566e-5,0.008340472128580741,-0.03873867055425545
0.006,0.18558032904875443,-0.18554809875523423,-0.00014636321763747742,0.00018379816172034818,-0.008164065397776383,0.007988107958316263
0.007,0.18558050416125538,-0.18555195234185895,-0.0001523145072389448,0.00016642650068744757,0.00045686313788534795,-0.019890458180715654
0.008,0.1855807173229879,-0.18555990167454992,-0.00014831046721920676,0.000259896514340314,-0.016355366309115976,0.027898197303715906
0.009000000000000001,0.18558096711266284,-0.18557169114398556,-0.0001350797003689499,0.0002396798955423143,-0.007223226883177295,-0.0014375383913932565
0.010000000000000002,0.18558125080085974,-0.18558668501494266,-0.00011451973024016595,0.00032769664155766446,-0.022764033383746066,0.04255618795422164
0.011000000000000003,0.18558156459880326,-0.18560394337317995,-8.946205010846748e-5,0.0002998942135947003,-0.011752097558952967,0.0075576058367446365
0.012000000000000004,0.18558190402857774,-0.18562233535017894,-6.332177720874834e-5,0.00037896511176669837,-0.02503125210546976,0.04472130988517057
0.013000000000000005,0.18558226436940428,-0.18564067562065015,-3.96752597645431e-5,0.0003417109472657867,-0.011648706826459503,0.002570208894489675
0.014000000000000005,0.18558264112595757,-0.18565786738803067,-2.181763114961485e-5,0.0004118011369090522,-0.02273435113540298,0.03314385145918289
0.015000000000000006,0.1855830304607291,-0.18567303417035452,-1.2355054514160284e-5,0.0003668644839229154,-0.00759887184078712,-0.014219446062690513
0.016000000000000007,0.18558342953765325,-0.18568562418273918,-1.2881852787938846e-5,0.00043128778620463675,-0.01758098796423346,0.013165650932159136
0.017000000000000008,0.18558383673403492,-0.18569547440413228,-2.3782476027650333e-5,0.00038310409570870485,-0.002119469858844941,-0.03496652764452365
0.01800000000000001,0.18558425169517276,-0.1857028264629461,-4.418268443530065e-5,0.00044681614744493777,-0.012584823798674021,-0.005833003564438496
0.01900000000000001,0.18558467522483768,-0.18570829237873543,-7.205599537479763e-5,0.00040024463289817545,0.0016526808814361742,-0.04991231805978073
0.02000000000000001,0.1855851090261949,-0.1857127744018512,-0.0001044722893574436,0.00046735535762993584,-0.010617104440387121,-0.014918734762010354
0.02100000000000001,0.18558555532567378,-0.18571734887204674,-0.00013795782791814316,0.00042524527417391874,0.0014677633763477374,-0.05205074518118851
0.022000000000000013,0.18558601642745856,-0.18572312841996294,-0.0001689223635549024,0.0004969550836124595,-0.013027198221823825,-0.009876887287298767
0.023000000000000013,0.18558649425400095,-0.18573111956313965,-0.00019410051194415761,0.00045869808050587573,-0.002955325755840705,-0.04047829095736271
0.024000000000000014,0.18558698993004427,-0.18574209325336016,-0.0002109530547001973,0.00053265122445318,-0.01899213202537957,0.0067738485514656915
0.025000000000000015,0.18558750346134076,-0.1857564843934285,-0.00021797853686055798,0.0004944090870352573,-0.009790046124515511,-0.020824719551069956
0.026000000000000016,0.18558803354822648,-0.18577433272003635,-0.00021489680456729214,0.0005657629921979124,-0.025906322036406797,0.02698771230340927
0.027000000000000017,0.18558857755682973,-0.18579527236931323,-0.0002026817878700815,0.0005222495291785927,-0.015972517869935005,-0.002558668065344616
0.028000000000000018,0.18558913165251134,-0.1858185714392833,-0.000183439494029822,0.0005859407940619943,-0.030625044285289584,0.04104188158671835
0.02900000000000002,0.18558969107928838,-0.18584321665887557,-0.00016014631546366513,0.0005329062825578977,-0.01866473080231188,0.005542863361007774
0.03000000000000002,0.1855902505524362,-0.18586803277314387,-0.00013627986439652907,0.0005860386893209881,-0.030966835635603946,0.042188406094917696
0.03100000000000002,0.18559080471610961,-0.1858918218792741,-0.00011538801548597298,0.0005222820524037025,-0.016610756553629362,-0.00040618557091454203
0.03200000000000002,0.18559134861103835,-0.18591350559343003,-0.00010064920529119734,0.0005655058768801088,-0.026756175131120764,0.02988268336354863
0.03300000000000002,0.18559187809432034,-0.1859322524632997,-9.447839746891522e-5,0.0004934562087779963,-0.010737218474464296,-0.017541715582031343
0.03400000000000002,0.18559239016045434,-0.18594757497231212,-9.822721967354352e-5,0.0005306738177077696,-0.01990764046911489,0.010043984101984387
0.035000000000000024,0.18559288312344943,-0.18595938413701507,-0.00011201538169069297,0.00045525102569868656,-0.0037107166435999804,-0.03761982863137465
0.036000000000000025,0.1855933566384226,-0.1859679950063279,-0.00013471412790408627,0.0004917764350958064,-0.013511211684474708,-0.007776685789096943
0.037000000000000026,0.18559381155999727,-0.18597408238584426,-0.00016408378201469807,0.0004180679932886417,0.0013361293070936675,-0.05096125759993867
0.03800000000000003,0.18559424965628094,-0.185978592267334,-0.00019704845168995298,0.0004581216179006518,-0.010356276440034933,-0.01496651918730189
0.03900000000000003,0.18559467321428194,-0.18598261992576373,-0.0002300739170170671,0.0003889959389521763,0.0023005578352637292,-0.05108282671424883
0.04000000000000003,0.18559508458675153,-0.18598726971849405,-0.000259602184783304,0.0004337458619142063,-0.011600478134340534,-0.007972320886222408
0.04100000000000003,0.18559548573673978,-0.18599351393593558,-0.00028248895610086277,0.0003685542257643949,-0.0008881866843566167,-0.03780018619813886
0.04200000000000003,0.18559587783674295,-0.18600206810416908,-0.0002963901581653839,0.0004156434097966544,-0.016220220094006258,0.009998321484993883
0.04300000000000003,0.18559626097170834,-0.18601329816926412,-0.00030004972924818987,0.0003506245188273367,-0.006239805004041942,-0.017317482385074426
0.04400000000000003,0.18559663398290685,-0.18602717101143365,-0.0002934532345120699,0.00039539684119347507,-0.021505600740697767,0.03050989544184488
0.04500000000000003,0.18559699447173397,-0.18604325441346606,-0.00027782831669779053,0.0003255767135440296,-0.010660764188330304,0.0007388665574039196
0.046000000000000034,0.1855973389638016,-0.18606076650978595,-0.0002554919264471467,0.00036340718219491833,-0.02436288734698892,0.043932487962030684
0.047000000000000035,0.1855976632133143,-0.18607866860128072,-0.0002295632397960868,0.00028508635252791917,-0.011440687795435271,0.007923261138183552
0.048000000000000036,0.18559796261146344,-0.18609578993259912,-0.00020357759890539718,0.0003137095913395963,-0.022801388707540185,0.044046418739283937
0.04900000000000004,0.18559823264867492,-0.1861109689971842,-0.0001810492449619729,0.00022635971905546052,-0.007556216593346533,0.0010088838812023914
0.05000000000000004,0.18559846937462035,-0.1861231939944635,-0.00016503666710799335,0.0002470914645195836,-0.016893393208352994,0.03101525416429114
0.05100000000000004,0.18559866979888193,-0.186131725062858,-0.0001577643484876453,0.00015375454037911453,-0.0001685237775684519,-0.016471136234982513
0.05200000000000004,0.18559883218311302,-0.18613618325618803,-0.00016034747103359248,0.00017101314984454752,-0.008747836734328456,0.011304940177504195
0.05300000000000004,0.18559895618809333,-0.18613659525541662,-0.0001726536444218203,7.699786651666675e-5,0.007923672838874676,-0.03591667605514597
0.05400000000000004,0.1855990428577379,-0.18613338832288068,-0.0001933186794452203,9.634057732084661e-5,-0.001510131826090738,-0.005412305734011739
0.05500000000000004,0.18559909444206768,-0.18612733612412302,-0.0002199144587285755,6.8315719011914426e-6,0.013614075862266648,-0.047777807830575586
0.05600000000000004,0.1855991140815273,-0.18611946209547997,-0.00024924823819733163,3.2446182415609535e-5,0.0021334768124260683,-0.010888147755356986
0.057000000000000044,0.18559910539216737,-0.18611091231425606,-0.000277756352636344,-4.9821190971038594e-5,0.014965571898435507,-0.046126495887772574
0.058000000000000045,0.18559907200325432,-0.1861028135261826,-0.0003019438595725955,-1.6957775020502806e-5,0.0012315670539317035,-0.0022471680544417136
0.059000000000000045,0.18559901710465088,-0.18609613389533172,-0.00031881573146674456,-9.283714300389675e-5,0.012127368632291483,-0.03149560878289624
0.060000000000000046,0.18559894305948918,-0.1860915636179921,-0.0003262465185205973,-5.5253348554037515e-5,-0.0029869765795916556,0.016634486405526148
0.06100000000000005,0.18559885112966928,-0.1860894301695403,-0.000323242750348872,-0.00012860602656704454,0.007253885364635926,-0.010627062212484637
0.06200000000000005,0.18559874134743576,-0.18608965861364857,-0.0003100657767444222,-9.095719124521644e-5,-0.007710592906613721,0.03698034896382533
0.06300000000000004,0.1855986125486837,-0.1860917818826768,-0.0002881998512465246,-0.00016664202040587756,0.003464386722939443,0.006750366758812142
0.06400000000000004,0.185598462563743,-0.186094999759049,-0.00026016938377113226,-0.00013332584247243272,-0.009899717073628233,0.04930911383861779
0.06500000000000004,0.1855982885423424,-0.18609827925940406,-0.00022922797094594274,-0.00021471985975182774,0.003341190734860033,0.012572099573202246
0.06600000000000004,0.18559808737288203,-0.1861004840583363,-0.00019895747793680177,-0.00018761717717676754,-0.007750348821433726,0.04796733764364935
0.06700000000000005,0.1855978561444316,-0.18610051693783564,-0.0001728267712612393,-0.0002748419838360678,0.007684953203978879,0.004292762878751292
0.06800000000000005,0.1855975925942395,-0.18609745771713457,-0.0001537644166258066,-0.00025225684095468015,-0.001566295351971451,0.033831050208737466
0.06900000000000005,0.18559729548510007,-0.18609067959501363,-0.00014379820547521003,-0.00034196093276669666,0.015122583866063685,-0.013899006071734755
0.07000000000000005,0.1855969648651684,-0.186079929568374,-0.00014380588106170083,-0.0003192774498551611,0.006377321819540144,0.013883847713885235
0.07100000000000005,0.18559660217761437,-0.18606536297376167,-0.00015340790145399716,-0.0004060936702509514,0.02275553127061654,-0.03308714312227393
0.07200000000000005,0.1855962102057493,-0.1860475278824791,-0.0001710154372616687,-0.00037784876301869637,0.012914168185630522,-0.002126731179927039
0.07300000000000005,0.18559579286048106,-0.18602730127687686,-0.00019402766161508253,-0.000456835678543721,0.02753844251525463,-0.04389619711515428
0.07400000000000005,0.18559535483583614,-0.18600578484547198,-0.0002191540420540407,-0.00041921275992525274,0.015493785947318353,-0.0063549266360301395
0.07500000000000005,0.18559490117560204,-0.1859841732865443,-0.00024282175544089956,-0.00048810176302769957,0.02772870419769727,-0.0409789228581902
0.07600000000000005,0.1855944368038674,-0.18596361130994957,-0.00026161807029196997,-0.000440640895473494,0.013394714233354404,0.003387596798972735
0.07700000000000005,0.1855939660775849,-0.18594505702504524,-0.0002727129607867871,-0.0005008074319296093,0.02371344495950802,-0.02557648698565826
0.07800000000000006,0.18559349241500717,-0.18592916850568275,-0.00027420992832218115,-0.00044651601536591475,0.008063356439596978,0.022582910196376867
