pitch,joint1,joint2,d_pitch,vel_j1,vel_j2
0.18558,-0.18558,0.0,0.0,0.0,0.0
0.1855820173613674,-0.18564345197168433,-2.699285807532669e-6,0.00017471932074476372,0.006796567457171885,-0.04273653593086451
0.18558735934650997,-0.18578912563289995,-8.896653642063674e-5,0.00021949844626242466,0.0018157596796469283,-0.030535274028554965
0.18559030850621894,-0.18587493294444804,-0.00011737328598311577,-1.0631562789510707e-5,0.003387217981582133,-0.010375359966995672
0.1855876952727161,-0.18580650525048917,-5.7033015949730686e-5,-0.0002497990894651651,0.006779235690097396,0.004871031352373135
0.18558254470145538,-0.18566498927795674,4.376311926003181e-5,-0.00022517741363152296,0.006103855319814957,0.005134033284798506
0.1855807339297601,-0.18561437472210238,0.00010023627350473583,3.899318893474325e-5,0.002035014038067371,-0.009645715570761179
0.18558418929435286,-0.18568710326675344,3.987615359167106e-6,0.0001503811405722735,0.007922992133714354,-0.04235393144593498
0.18558591279421607,-0.185713185397452,-6.377691719528337e-5,-9.212861003690184e-5,0.016003075833974208,-0.04347812352445626
0.1855829937744916,-0.1856052591707802,-7.846451121429912e-5,-0.00025846717712586136,0.017712303375351898,-0.030703291056094657
0.18557900554880993,-0.1854744683346227,-4.738763326216887e-5,-0.00015945885248477685,0.009307949009960691,-0.012293960584095369
0.18557871811626936,-0.1854628764604316,-9.999951812306377e-6,0.00010661848806774064,-0.0031923984832562557,0.0015016337968229226
0.18558089891050492,-0.18552823243790098,1.7139842101189493e-5,7.295075364109995e-5,-0.0009234252401184408,-0.002897254642057864
0.18558162783788876,-0.18554597908607112,3.563144659471634e-5,-4.173535400555332e-5,0.006553551861511478,-0.01623427894640813
0.18558051367465273,-0.1855003394998222,3.6590912834114965e-5,-0.00012084188185138738,0.013423793982958404,-0.03129604062795633
0.185579138452199,-0.18543940698876585,1.2435461958255278e-5,-8.77490117391555e-5,0.01477475370682077,-0.039695489045121955
0.1855784314886044,-0.1853815308718572,-7.790563777499457e-5,-0.00010584665986544828,0.010517359282559086,-0.023197488788050172
0.18557641767432936,-0.18531710913593374,-5.098056469739474e-5,-0.00012335968883280777,0.006610018602663104,-0.007966339809160844
0.18557506829948428,-0.1852768151673634,-1.8857789758078104e-5,-7.799156825998096e-5,0.007041327663568485,-0.014784754982529916
0.18557156407097372,-0.1851695353442511,1.2041094658165435e-5,-0.0002931017845762541,0.016179352283015494,-0.022993189380421313
0.1855667224673882,-0.18501951290052893,3.585777457359991e-5,-0.00021472913387642534,0.015635981028022536,-0.030162766855521213
0.18556227853652915,-0.1847767424543435,-0.0003161347610316732,-0.000364620963754807,0.0236007417908254,-0.04182450707715578
0.18555754592689624,-0.18443256294131058,-0.0010014093890094687,-0.0005493434197612401,0.024088031026519567,-0.024082426714507135
0.18555354062251053,-0.18412580140783724,-0.0016569265498798296,-1.853273734679872e-5,-0.0021638055530183195,0.00692323599012984
0.18553945411955877,-0.18358220386495114,-0.0020460498227184683,-0.0010581120302193211,0.05283846183288556,-0.06942878344272102
0.18553788943196325,-0.18328900761530165,-0.002973627407279959,0.00022894362327413446,0.0003225553551193038,-0.03196860988111883
0.18553269380359236,-0.18289093252658906,-0.003909667508090739,-1.618510704383797e-5,0.003647993466748367,-0.018572354035921276
0.1855248587892005,-0.1824503807664992,-0.00474612843479361,-0.0008534525678188066,0.031443764580890356,-0.02449562465175133
0.185520596727989,-0.1820386064128421,-0.005919125172654147,-3.5294331679184224e-5,0.02682689109063154,-0.1011387494054499
0.18550900890435248,-0.18155554435699592,-0.006588319789429193,-0.000685657001617027,0.01491896056204049,0.008901450340794924
0.18549956228666192,-0.18097407605417065,-0.007882411930646361,-0.0007129038759839843,0.03182758005549284,-0.04927907219848287
0.18548178055734044,-0.18023934472134304,-0.008846315795597056,-0.0002723780114395861,0.01915831389807045,-0.056934145101650395
0.18546822712024685,-0.17960115900760903,-0.01001182813128106,-0.0012155649262606933,0.04217589194852146,-0.0362344504688305
0.18545560047273602,-0.17900521554182983,-0.011207258914083817,-0.0006318220317243953,0.04572118573580876,-0.11664464903770946
0.18543792657401384,-0.17817831079324722,-0.012729584717087487,-0.0010232526851202569,0.054626863351989775,-0.1085472543831707
0.18542083463705347,-0.17749827982060576,-0.013901878803891557,-0.0008509262521230906,0.021263487681566773,-0.017800679524904117
0.1853977628620865,-0.1766543271016023,-0.01508053994674319,-0.0012099664744016387,0.0622583340850537,-0.12403286422337934
0.18537491389604913,-0.1757352374524448,-0.01664723187835603,-0.0014005053667877688,0.05242946819394328,-0.07507127680608729
0.18535058621384196,-0.17482156321150744,-0.01814928631420726,-0.0010552005384916556,0.044775302280781366,-0.09285231119938626
0.1853230347016102,-0.17385345012270978,-0.019615132582888696,-0.0015891078201662589,0.04406178892181757,-0.03853753711363229
0.1852954387846835,-0.1728723867285579,-0.021256268983790603,-0.0016650893177482138,0.07094625010700857,-0.1293853237595965
0.185264989039341,-0.17180871303669523,-0.0230161028952093,-0.0014916578616251508,0.061496344710806256,-0.12373804273417917
0.18523155926616766,-0.1707029147135679,-0.02475387565922184,-0.0016213880937626644,0.05918177368190246,-0.10979567618918347
0.18519762748622998,-0.16961726452182171,-0.02653790155844793,-0.0016577793417866093,0.05336451670820427,-0.09473607812284736
0.18515981896649733,-0.16847883621481713,-0.028257761443803042,-0.001734073119956284,0.036568764788663354,-0.038344885870642255
0.18512062755227549,-0.1673687987692799,-0.02991950565279167,-0.002439654763637089,0.08650699587168895,-0.14101087375412255
0.18507567289141325,-0.16602709673523688,-0.03193495500538144,-0.001979149827689553,0.07130488140034857,-0.14954127117340224
0.18503414554965686,-0.1647896655619728,-0.03418220409638963,-0.0028129845243951503,0.08725288890055094,-0.1235965941221598
0.18498147934047512,-0.163272460794143,-0.03637776497128163,-0.002189636846399312,0.06010895584745323,-0.11033180479995382
0.18493714941612252,-0.16207527014104187,-0.038630091975942596,-0.002527608346741946,0.06516334368814626,-0.10274499224419624
0.18487830067801359,-0.1605023589839812,-0.040811137198857705,-0.002680440435647975,0.07886720123342864,-0.1442280877894443
