qs1,qs2,qs3,qs4,qs5,qs6,qs7,qs8,qs9,qs10,vs1,vs2,vs3,vs4,vs5,vs6,vs7,vs8,vs9,vs10,w_ori,x_ori,y_ori,z_ori,time_secs
-0.1370109853853519,0.008521643719780545,-0.010929318175108086,7.049164876754946e-5,0.004376226738045009,0.05196667139834991,1.2483134116500851,0.7374291577426806,2.581349517935143,-0.203380922530521,-0.00015342185937794524,7.208404777172598e-5,-1.3885394930192185e-5,-5.717495993836947e-5,-0.00138663829119123,0.010112502125133968,-1.8943080571069017e-5,4.795002319474498e-5,-0.0006753964052866961,0.01507138040921879,0.997632058036702,-0.06842704996544885,0.004624812576862084,-0.005160108439703916,0.0
-0.13701703660195394,0.008524364010728515,-0.010930291779920926,7.167202724004994e-5,0.00437649266238224,0.05237571840430766,1.2483115719964228,0.7374355318870768,2.5813212053468915,-0.20303317252183897,-0.00014704021634847524,7.176774533593333e-5,-1.4757923549024223e-5,-5.825038048440376e-5,-0.001392976828132313,0.010149815327540425,-6.93674078691097e-5,0.0002331741034459053,-0.0007197897333339675,0.009644609815207162,0.9976318432129041,-0.06843005834495851,0.00462621842133219,-0.005160486958348976,0.03999999999997783
-0.1370227748080732,0.00852722443713466,-0.010931259104110441,7.28248343207755e-5,0.004376718220903028,0.05278627552287795,1.2483081082423884,0.7374460935558361,2.581291356549159,-0.20235489919758828,-0.00014051212663657804,7.4040256719279e-5,-1.5691084690138792e-5,-5.928093547239582e-5,-0.0013992482206965683,0.01018697947589489,-0.00010758847604794988,0.00039394149191311633,-0.0006710062826489864,0.015122761811091118,0.9976316388325549,-0.0684329101997721,0.004627693147074491,-0.005160858261694879,0.07999999999995566
-0.13702828962660862,0.008529888146434503,-0.010932240080258513,7.39487612324567e-5,0.0043769011713447456,0.05319834732358304,1.2483029719360483,0.7374641394432924,2.58126108055214,-0.2019467759545309,-0.0001348425040354341,6.4968690403762e-5,-1.4225312127381228e-5,-6.032590700150178e-5,-0.0014053965316839481,0.010224602470009992,-0.00014843544710062845,0.0004828688833162952,-0.0008813863895981857,0.006208107972165343,0.9976314424321873,-0.06843565115669248,0.004629069640358709,-0.0051612436192715475,0.1199999999999335
-0.13703360618862714,0.00853221614275692,-0.010933144609757384,7.504563442225136e-5,0.00437704813983638,0.053611946202188024,1.24829613156963,0.7374869499405067,2.58122344965993,-0.2020471681198496,-0.00012925557284815527,5.85618958005666e-5,-1.4017277492881578e-5,-6.131616303074444e-5,-0.0014115995172572218,0.010262286875628407,-0.00019135511791732365,0.0006379633049393088,-0.0009674237765762233,-0.006294471700914119,0.9976312536554307,-0.0684382943596113,0.004630275549840837,-0.005161602791128284,0.15999999999991132
-0.13703865189196926,0.008534504264201735,-0.010933969330170738,7.611941921885182e-5,0.004377162949362148,0.05402707080343584,1.2482879441898078,0.7375124790968945,2.5811823800108935,-0.20208608920341495,-0.0001249253809900231,5.817345035027413e-5,-1.164844586669151e-5,-6.217933702807413e-5,-0.0014175290444650315,0.010299974181105263,-0.00021877076148707172,0.0006371500020896664,-0.0011619486920099184,-0.0005991763237289261,0.9976310744224887,-0.06844080275171976,0.0046314581409270875,-0.00516192413928699,0.19999999999988916
-0.13704364338627867,0.008536678182557133,-0.010934758078122284,7.717380100118513e-5,0.004377249730526452,0.05444372307823754,1.2482787103973367,0.7375397871557458,2.5811321847566315,-0.20227217946301604,-0.000123841818264285,5.5946021303411444e-5,-1.1462992979961456e-5,-6.294307774998627e-5,-0.0014234850259013474,0.0103377237711319,-0.00023959745864141264,0.0006724958368305677,-0.0014081448878329674,-0.004118967143004786,0.9976308973515796,-0.06844328451348398,0.004632582396612273,-0.0051622315743221755,0.239999999999867
-0.13704854788260726,0.008538854217380163,-0.010935518341057694,7.821373758932225e-5,0.004377311067170325,0.05486190348899439,1.248268949418242,0.737566913771486,2.5810723088183467,-0.2023437729299654,-0.00012032896781439926,5.740581049738014e-5,-1.1369161874645853e-5,-6.360167030843398e-5,-0.0014294156812965169,0.010375416589023252,-0.00024600809635898013,0.0006890660833005462,-0.001541972349871866,0.0022016567600350863,0.9976307233199586,-0.06844572293782838,0.004633706510168922,-0.0051625249240846265,0.2799999999998448
-0.13705322630992242,0.008541012686761917,-0.010936300715509672,7.924182488507243e-5,0.0043773427812828876,0.055281611284825664,1.2482591529161826,0.7375969898559359,2.5810134398045874,-0.2022283501588779,-0.00011245746506055613,5.650100433538153e-5,-1.1280764211542173e-5,-6.41705101145426e-5,-0.001435383500121915,0.01041320083669447,-0.00023578566112650312,0.0007429479051842011,-0.0014478802142714954,0.011209833186273797,0.9976305569951576,-0.06844804859337564,0.004634822036467285,-0.005162830423382198,0.31999999999982265
-0.13705773632309856,0.008543137791967336,-0.010937066635328868,8.026595583983039e-5,0.0043773528746866,0.05570285049233796,1.2482503307003656,0.7376259214600782,2.5809518542324503,-0.20164452738145916,-0.00011355594047255734,5.2966207077952415e-5,-1.3415392561584431e-5,-6.454498130704078e-5,-0.0014412245361928337,0.010451054369631528,-0.00020697982621920428,0.0007632668221093725,-0.0015797471561653808,0.012107812378789811,0.9976303965350026,-0.0684502903740867,0.004635919923769671,-0.0051631292427081164,0.3599999999998005
