qs1,qs2,qs3,qs4,qs5,qs6,qs7,qs8,qs9,qs10,vs1,vs2,vs3,vs4,vs5,vs6,vs7,vs8,vs9,vs10,w_ori,x_ori,y_ori,z_ori,time_secs
0.2852087550933195,0.10092253136010917,0.0012833836144218974,0.0007015407526744288,-0.0014435869533347132,0.06087305570276684,-0.8561955652245554,1.8603782303908873,3.065082277917663,-1.0675214564069233,3.1908685727153673e-6,0.0004769768450473412,-0.00016793244320183548,-0.0011238148680893228,0.003147276320806052,0.010077129620266313,0.0011407203215788523,-0.0022100711822154776,0.004899844214318901,-0.06446319506585037,0.9885936333499215,0.141908560843104,0.050018920926633466,-0.006534218298721977,0.0
0.28520869686907424,0.1009426380822816,0.0012822009740439337,0.0006993438112556831,-0.0014361971330676421,0.06129839615020759,-0.8561491004808515,1.8602923358063883,3.065273669177018,-1.0701133846336537,-1.9328920598700386e-6,0.00047140989331219673,-0.00017083514928419513,-0.0011278901484126076,0.0031575559670064144,0.010112345887435639,0.0011689585694606751,-0.002086714095443784,0.004661833843228821,-0.06685176466452714,0.9885931325394783,0.1419084831929894,0.05002877579730191,-0.00653622871921292,0.03999999999997783
0.2852081484228567,0.10096260651535091,0.0012809130761544092,0.0006971430522901967,-0.0014288029616167759,0.061725217934071416,-0.8561051209568832,1.860211805612796,3.065453925963263,-1.0733320701239142,-1.7339387099535214e-5,0.00046700631863267646,-0.00017147881880675447,-0.0011319670855698173,0.003168133092732722,0.010147716168513427,0.00105472204132033,-0.0019618654160115786,0.004333490125346401,-0.09043793241749702,0.9885926695135845,0.14190816639846063,0.050038556442087406,-0.006538269084657928,0.07999999999995566
0.28520748522570816,0.10098217270471334,0.0012794712034976659,0.000694928953733123,-0.0014214116740916452,0.0621535195904696,-0.8560568845077073,1.8601333050415687,3.0656238510457454,-1.0761291459726612,-7.3582885014998985e-6,0.00045171562065203464,-0.0001715077241589913,-0.0011363485500987616,0.003178080027726194,0.010182890029114308,0.0014039798860314566,-0.001984170797360777,0.004168344851604609,-0.04075945797733339,0.9885922240545787,0.1419077983046593,0.050048127707576995,-0.00654035412741031,0.1199999999999335
0.2852068822908815,0.10100133337724203,0.0012780613272760318,0.0006927074544138666,-0.001414026749645014,0.06258329527255403,-0.8559974010545611,1.860054997805135,3.0657881640469844,-1.07716840432425,-2.0463907456399165e-5,0.00044878273980272705,-0.00016471073388731996,-0.0011401618221189402,0.003188593118722106,0.010218174052837604,0.0015113027030730977,-0.001928591800678595,0.004014333607551277,-0.019554523565100946,0.988591784439953,0.1419074607807513,0.05005750059943899,-0.0065423960691930565,0.15999999999991132
0.28520542934344045,0.10102035009366817,0.0012768990641319686,0.0006904957195367832,-0.0014066275393775972,0.06301455831231344,-0.8559385724108415,1.8599805673027787,3.065947346654204,-1.078090966942071,-5.016150866944286e-5,0.000447826053746443,-0.00015805518383442264,-0.0011437866543866537,0.0031995408395659,0.01025371870078074,0.0013657822859949212,-0.0017848464123281366,0.003918939329579803,-0.03634942862546,0.9885914094443056,0.14190669746310655,0.05006682268219953,-0.006544284112469173,0.19999999999988916
0.28520275796532507,0.10103914508125116,0.001275893992771782,0.0006882934547014055,-0.0013992051509280326,0.06344732334405195,-0.8558871756231727,1.8599113255173474,3.0661017772176864,-1.079994647977342,-7.840259407297348e-5,0.0004396844456539886,-0.0001546714940005683,-0.0011476891386883886,0.00321056689030654,0.010289534266887114,0.001189998433293642,-0.0016698372175476032,0.003817027384226862,-0.06136835435438975,0.988591126853957,0.14190532880906406,0.050076050305899796,-0.006546048195378867,0.239999999999867
0.28519914928207835,0.10105744411019682,0.001274830096616222,0.0006860883861933297,-0.0013917652489115473,0.06388159920617215,-0.8558402861926955,1.859845114406479,3.066252640840171,-1.0825706295124216,-9.190629685958194e-5,0.00042162047746435434,-0.00015384909104476172,-0.0011520192534993203,0.0032213378101767103,0.010325514659313353,0.0012333773121466199,-0.0016718805372543226,0.0037382385825929366,-0.05548086537065623,0.9885909228589916,0.1419035002565185,0.05008503167712923,-0.006547782651895066,0.2799999999998448
0.2851951318612351,0.10107507395930294,0.0012736171183265162,0.0006838733805650166,-0.0013843206079015727,0.06431738642196272,-0.8557888515504493,1.8597792125986932,3.0664051219374397,-1.0844322730639844,-0.00010722964862770785,0.0004091287522916363,-0.0001514997751504895,-0.001156018912703722,0.003232028227782447,0.010361605582182774,0.0012805125230132902,-0.0015911416062791366,0.003927699913792258,-0.045727193207752224,0.9885907639886795,0.14190147601252692,0.05009367304223627,-0.006549533027830243,0.31999999999982265
0.28519024218823996,0.10109216705966832,0.0012723890179730793,0.0006816588806070847,-0.001376863893497185,0.064754697201099,-0.8557377993405857,1.859715985799565,3.0665649629005944,-1.0862101952575214,-0.00013301132414529314,0.00039481958458277306,-0.00014727403528066898,-0.0011601395352815555,0.0032431330695045627,0.01039808040300854,0.0012307599550262327,-0.0015687898549203287,0.0040382924404213875,-0.049315112083234705,0.9885906802696249,0.14189902309367522,0.05010205088508002,-0.006551230892731367,0.3599999999998005
0.28518437254614026,0.10110866438032289,0.0012711772860903297,0.0006794396042058587,-0.0013693876081056133,0.06519354897105151,-0.8556893395518933,1.859652087461548,3.0667259390484523,-1.0882170088313328,-0.00015373392049219462,0.0003804815247295437,-0.00014301960620296086,-0.0011643875519141533,0.0032543052629712215,0.010434824812811863,0.0011877717749842914,-0.001615047768454739,0.004034476848808499,-0.05188805257296344,0.9885906809246533,0.14189608769816944,0.050110138616653886,-0.006552853783160464,0.3999999999997783
0.2851777833253922,0.10112457256308524,0.0012699190018122081,0.0006772132773965053,-0.0013618970727843477,0.06563394879300784,-0.855641408946666,1.8595865414042907,3.0668894041010386,-1.0901728880769366,-0.00017148706227530636,0.0003667055929948309,-0.00014074926349512897,-0.001168628207466921,0.0032653961915434684,0.010471767050325157,0.0011703458949806282,-0.001643568585800659,0.004154563932269606,-0.051648206481433895,0.9885907471110743,0.14189280008678562,0.05011793420489221,-0.006554439787930044,0.43999999999975614
